Close,predicoes,variacao_percentual_acao,variacao_percentual_modelo,var_acao_maior_menor_que_zero,var_modelo_maior_menor_que_zero,acertou_o_lado,variacao_percentual_acao_abs
27.21790885925293,24.709787,0.0282685484359102,0.55148673,True,True,True,0.0282685484359102
26.00198745727539,27.415007,-0.0446735790124515,0.109479666,False,True,False,0.0446735790124515
25.908456802368164,25.767561,-0.0035970579195497843,-0.060092866,False,False,True,0.0035970579195497843
26.095521926879883,25.31267,0.00722023414743167,-0.017653644,True,False,False,0.00722023414743167
28.714426040649414,25.62684,0.10035837263986314,0.012411594,True,True,True,0.10035837263986314
28.15323257446289,28.198994,-0.019543955550150094,0.10036945,False,True,False,0.019543955550150094
26.750246047973633,28.063395,-0.04983394083711268,-0.0048086643,False,False,True,0.04983394083711268
26.095521926879883,26.608183,-0.024475442951798376,-0.05185443,False,False,True,0.024475442951798376
24.41193962097168,25.823294,-0.06451613846335902,-0.02949804,False,False,True,0.06451613846335902
25.25373077392578,24.29596,0.03448276400908923,-0.05914563,True,False,False,0.03448276400908923
25.440793991088867,24.817854,0.007407349782798223,0.02148068,True,True,True,0.007407349782798223
24.1313419342041,25.18245,-0.05147056563342434,0.014690876,False,True,False,0.05147056563342434
25.440793991088867,24.021181,0.05426354077013551,-0.046114206,True,False,False,0.05426354077013551
25.347261428833008,24.891216,-0.003676479684109779,0.036219478,False,True,False,0.003676479684109779
27.404972076416016,25.03538,0.0811807876507844,0.0057917833,True,True,True,0.0811807876507844
31.23979949951172,26.812738,0.13993181282588685,0.0709939,True,True,True,0.13993181282588685
29.556217193603516,30.597567,-0.053892225074444466,0.14115787,False,True,False,0.053892225074444466
30.585073471069336,29.336187,0.034810147412520864,-0.041224837,True,False,False,0.034810147412520864
28.807958602905273,29.947527,-0.05810399212691286,0.020839095,False,True,False,0.05810399212691286
30.772136688232422,28.47932,0.06818178658202667,-0.049025953,True,False,False,0.06818178658202667
28.433828353881836,30.126225,-0.07598784439446415,0.05782807,False,True,False,0.07598784439446415
33.48457336425781,28.260485,0.1776315502617305,-0.061930776,True,False,False,0.1776315502617305
37.78706359863281,32.65697,0.128491714305895,0.15557015,True,True,True,0.128491714305895
38.81591796875,37.286232,0.0272276877887494,0.14175415,True,True,True,0.0272276877887494
37.599998474121094,38.188156,-0.031325279891817104,0.024189234,False,True,False,0.031325279891817104
37.69353103637695,36.958275,0.002487568246052785,-0.03220582,True,False,False,0.002487568246052785
35.355220794677734,37.163517,-0.062034788925520945,0.0055533648,False,True,False,0.062034788925520945
35.72935104370117,35.008415,0.010582036842484044,-0.057989717,True,False,False,0.010582036842484044
38.81591796875,35.303856,0.08638743315750674,0.008439183,True,True,True,0.08638743315750674
42.08955001831055,38.310463,0.08433736005409154,0.08516371,True,True,True,0.08433736005409154
43.77313232421875,41.461594,0.040000007250630576,0.0822525,True,True,True,0.040000007250630576
42.837806701660156,42.92925,-0.021367573506753557,0.035397887,False,True,False,0.021367573506753557
42.276615142822266,42.00845,-0.01310038029599081,-0.021449208,False,False,True,0.01310038029599081
42.183082580566406,41.645596,-0.0022123947704867364,-0.008637667,False,False,True,0.0022123947704867364
39.93830490112305,41.621616,-0.053215117106626963,-0.00057578087,False,False,True,0.053215117106626963
40.87363052368164,39.447025,0.023419261905937683,-0.05224669,True,False,False,0.023419261905937683
39.84477233886719,40.370937,-0.025171685794300735,0.023421645,False,True,False,0.025171685794300735
40.405967712402344,39.33305,0.014084542101592934,-0.025708795,True,False,False,0.014084542101592934
37.412933349609375,39.825077,-0.074074067080796,0.012509227,False,True,False,0.074074067080796
40.125370025634766,36.936043,0.07249997348988169,-0.072543085,True,False,False,0.07249997348988169
40.9671630859375,39.471313,0.02097907283509004,0.06863952,True,True,True,0.02097907283509004
44.80198669433594,40.295727,0.09360725321287355,0.020886421,True,True,True,0.09360725321287355
43.96019744873047,43.89376,-0.018789105299026665,0.08929074,False,True,False,0.018789105299026665
41.80895233154297,42.92646,-0.04893620233840934,-0.022037327,False,False,True,0.04893620233840934
40.59303283691406,41.023384,-0.029082754453800264,-0.0443334,False,False,True,0.029082754453800264
41.71541976928711,40.02,0.027649743168546514,-0.024458826,True,False,False,0.027649743168546514
42.6507453918457,41.098717,0.02242158002320349,0.026954412,True,True,True,0.02242158002320349
41.71541976928711,41.92323,-0.02192987751950093,0.020061731,False,True,False,0.02192987751950093
44.4278564453125,40.964283,0.06502239917581787,-0.022873878,True,False,False,0.06502239917581787
43.024871826171875,43.62257,-0.03157894013787499,0.06489277,False,True,False,0.03157894013787499
43.30546951293945,42.15553,0.006521755320997746,-0.03363031,True,False,False,0.006521755320997746
41.90248489379883,42.53477,-0.03239740002637359,0.008996248,False,True,False,0.03239740002637359
39.09651565551758,41.203777,-0.06696426823833801,-0.031291902,False,False,True,0.06696426823833801
40.4995002746582,38.549255,0.03588515742687748,-0.06442422,True,False,False,0.03588515742687748
37.88059616088867,39.897114,-0.0646650970014131,0.03496456,False,True,False,0.0646650970014131
41.90248489379883,37.346325,0.10617279400324531,-0.06393415,True,False,False,0.10617279400324531
45.924373626708984,41.119514,0.09598210566995169,0.10103238,True,True,True,0.09598210566995169
47.60795593261719,44.952015,0.03665988608996629,0.0932039,True,True,True,0.03665988608996629
47.888553619384766,46.27751,0.0058939242668751834,0.029486895,True,True,True,0.0058939242668751834
50.226863861083984,46.588116,0.04882816591797612,0.0067117214,True,True,True,0.04882816591797612
49.66566848754883,48.99422,-0.011173211512613967,0.05164635,False,True,False,0.011173211512613967
49.75920104980469,48.30341,0.0018832438000770946,-0.014099836,True,False,False,0.0018832438000770946
48.35621643066406,48.648403,-0.028195481228413533,0.007142186,False,True,False,0.028195481228413533
46.017906188964844,47.3505,-0.048355938787146946,-0.026679277,False,False,True,0.048355938787146946
40.87363052368164,45.283382,-0.11178856430710027,-0.043655634,False,False,True,0.11178856430710027
40.87363052368164,40.47473,0.0,-0.106190205,False,False,True,0.0
40.405967712402344,40.51541,-0.011441675361045789,0.0010050535,False,True,False,0.011441675361045789
39.19004821777344,39.902264,-0.030092572049838284,-0.015133679,False,False,True,0.030092572049838284
38.254722595214844,38.605537,-0.02386640652650196,-0.032497585,False,False,True,0.02386640652650196
38.81591796875,37.6482,0.014669963221883409,-0.024797916,True,False,False,0.014669963221883409
38.16119384765625,38.12853,-0.016867413044845625,0.012758374,False,True,False,0.016867413044845625
40.125370025634766,37.47308,0.0514705117932035,-0.017190516,True,False,False,0.0514705117932035
36.57114028930664,39.297127,-0.08857811738701593,0.048676252,False,True,False,0.08857811738701593
39.470645904541016,35.919956,0.07928398163953854,-0.08593935,True,False,False,0.07928398163953854
40.9671630859375,38.600376,0.037914686904688244,0.074622035,True,True,True,0.037914686904688244
41.80895233154297,40.149796,0.020547901836395877,0.040140033,True,True,True,0.020547901836395877
42.6507453918457,40.882397,0.020134277788818045,0.01824665,True,True,True,0.020134277788818045
45.55024719238281,41.717186,0.06798244142976828,0.02041924,True,True,True,0.06798244142976828
45.176116943359375,44.547024,-0.008213572309350714,0.0678339,False,True,False,0.008213572309350714
42.463680267333984,44.07635,-0.060041386014344056,-0.010565758,False,False,True,0.060041386014344056
43.30546951293945,41.63442,0.01982374679504706,-0.05540234,True,False,False,0.01982374679504706
41.80895233154297,42.66104,-0.03455723256733967,0.024658084,False,True,False,0.03455723256733967
